account_age_days,total_orders,product_rating,discount_percent
1839,579,3.25,10.79
1678,942,2.48,11.89
1496,809,3.23,10.81
476,98,4.54,5.24
1436,471,1.27,13.61
563,743,4.13,9.53
203,285,3.75,7.7
1016,376,1.78,12.89
1047,122,3.66,7.47
122,616,4.85,5.98
1816,408,2.34,12.09
1625,601,4.94,9.0
1217,231,3.13,10.96
822,52,3.89,4.69
726,352,4.12,9.54
1749,687,2.66,11.63
102,323,3.25,7.6
1749,754,4.29,9.3
25,825,3.23,7.01
402,610,2.15,11.57
922,642,3.97,9.76
435,25,2.28,5.53
393,338,2.94,10.37
1902,104,1.54,9.87
145,732,4.76,6.16
830,786,1.19,13.73
899,478,4.04,9.66
1288,555,2.86,11.34
1313,771,4.09,9.59
1333,136,4.41,6.89
554,894,2.27,12.19
1172,550,2.82,11.4
268,952,4.22,7.54
772,780,2.64,11.66
1586,368,2.71,11.56
1550,912,2.96,11.2
414,109,1.19,9.86
19,320,4.13,5.68
883,352,4.9,9.0
620,230,3.79,10.01
1379,119,4.4,6.31
1403,615,3.5,10.43
457,563,3.99,9.38
1388,687,1.03,13.96
154,978,3.29,7.96
1792,230,4.74,9.0
516,520,2.2,12.29
29,710,1.04,10.17
1180,7,3.8,3.25
14,40,4.7,3.0
230,60,3.55,3.3
1776,739,1.18,13.74
1963,270,2.82,11.4
1677,81,3.75,5.91
1811,156,4.86,7.46
42,697,2.02,8.88
1207,495,3.67,10.19
628,638,1.25,13.64
125,415,2.49,8.87
1348,238,3.97,9.76
1912,498,3.94,9.8
1593,44,4.2,3.97
1116,164,3.11,9.73
1185,966,4.79,9.0
115,232,3.52,7.32
6,600,4.86,5.05
1334,154,1.33,11.92
1183,191,1.83,12.5
865,584,4.97,9.0
75,24,1.11,4.28
386,51,2.76,5.36
1804,630,3.96,9.77
579,288,1.95,12.64
398,321,2.54,10.98
510,963,3.03,11.1
1914,308,2.43,11.96
862,837,4.22,9.4
754,942,2.07,12.47
125,432,2.57,8.76
481,654,3.98,9.59
778,913,2.67,11.61
1672,522,3.02,11.11
1579,940,4.99,9.0
876,198,3.29,10.66
143,16,3.07,3.0
201,222,3.66,7.81
1869,324,2.97,11.19
937,810,2.9,11.29
1703,988,1.18,13.74
192,438,1.47,10.86
1390,334,2.13,12.39
1022,577,2.51,11.84
320,956,3.07,9.6
864,542,1.77,12.9
517,509,3.95,9.79
1102,855,2.92,11.26
1869,155,4.89,7.43
1969,529,2.85,11.36
1338,920,1.58,13.17
677,900,2.7,11.57
1044,420,3.49,10.44
821,104,1.4,10.07
722,956,3.47,10.47
1646,762,4.2,9.43
1382,576,1.6,13.14
613,543,3.67,10.19
291,14,3.92,3.0
1755,589,4.88,9.0
521,199,1.69,12.98
1137,949,1.83,12.81
701,85,4.82,4.97
33,139,3.27,4.89
1317,38,3.1,5.33
1007,775,1.31,13.56
1722,49,4.32,3.97
1879,11,4.63,3.0
1573,770,2.6,11.71
1969,278,3.59,10.3
754,994,3.9,9.86
338,388,4.18,8.16
459,267,1.83,12.49
1712,504,1.29,13.59
328,459,2.48,10.51
1187,866,3.63,10.24
1429,681,4.53,9.0
1960,672,3.9,9.86
510,584,2.47,11.9
404,99,1.19,9.43
362,433,1.4,12.32
32,99,1.79,5.59
1115,939,3.94,9.8
502,881,4.6,9.0
1443,938,4.73,9.0
836,27,3.64,4.17
1879,426,3.03,11.1
1750,338,4.7,9.0
471,702,4.49,8.78
1229,951,4.51,9.0
141,749,3.29,7.86
1402,25,4.32,3.13
1688,381,4.59,9.0
482,769,3.65,10.07
869,216,4.96,9.0
1724,12,3.31,4.12
676,422,3.6,10.29
1717,589,2.47,11.9
261,154,3.32,7.16
1872,986,3.11,10.99
886,253,2.85,11.36
849,533,1.09,13.87
615,549,3.71,10.13
702,471,4.16,9.49
1121,456,3.96,9.77
1170,112,2.0,9.49
442,90,4.52,4.69
334,842,4.83,7.67
1944,29,2.79,5.46
1312,577,4.28,9.31
1610,843,2.17,12.33
709,589,3.73,10.1
807,492,2.41,11.99
453,326,1.5,12.91
1541,73,4.33,4.8
1964,552,2.93,11.24
184,965,4.45,6.54
471,228,2.89,11.07
976,966,3.83,9.96
1255,15,2.11,5.94
1601,551,3.31,10.7
1835,152,3.53,8.71
262,910,3.1,9.1
1133,172,4.39,8.18
822,396,2.95,11.21
714,965,2.94,11.23
1830,508,4.09,9.59
375,305,2.6,10.71
7,668,1.21,9.76
1778,218,2.67,11.61
1284,785,4.22,9.4
1813,376,3.58,10.31
1573,439,4.39,9.16
1369,784,4.93,9.0
1475,387,2.75,11.5
1097,158,4.59,7.53
958,925,3.3,10.71
609,787,4.28,9.31
1557,610,4.71,9.0
1077,697,3.86,9.91
1108,459,1.07,13.9
58,307,1.26,10.09
1439,658,2.68,11.6
1640,594,3.03,11.1
932,822,4.92,9.0
1167,423,4.2,9.43
1164,976,1.32,13.54
969,960,1.58,13.17
613,47,4.53,3.64
1202,677,3.38,10.6
1519,992,3.41,10.56
897,992,4.81,9.0
186,678,4.67,6.49
664,393,1.1,13.86
938,123,2.42,9.28
1151,7,3.44,3.76
1449,659,2.93,11.24
1009,657,1.43,13.39
1510,234,1.06,13.91
1928,663,2.44,11.94
444,599,1.41,12.97
675,154,4.48,7.42
1132,288,4.8,9.0
1153,832,2.82,11.4
1251,761,4.04,9.66
1923,387,3.84,9.94
387,268,4.19,8.54
763,121,4.75,6.24
1888,420,3.77,10.04
856,351,1.31,13.56
756,869,1.45,13.36
9,441,1.49,9.37
1284,581,4.37,9.19
247,41,1.43,5.8
1324,211,4.64,9.0
602,114,1.7,9.99
1831,59,2.79,6.51
1206,528,2.17,12.33
1774,4,3.75,3.21
498,663,2.37,12.03
1249,195,2.64,11.48
1506,382,4.36,9.2
1626,849,2.66,11.63
1057,599,4.37,9.19
449,394,2.09,12.03
573,214,2.95,11.21
1312,536,3.53,10.39
865,166,2.51,10.65
975,765,1.87,12.76
601,664,1.8,12.86
790,790,4.87,9.0
1401,174,3.34,9.75
1031,294,2.73,11.53
1289,999,3.74,10.09
1760,530,3.59,10.3
868,560,2.89,11.3
6,738,1.47,9.38
1710,64,1.5,8.53
956,618,2.56,11.77
83,76,4.92,3.0
1219,374,3.61,10.27
643,727,1.06,13.91
1929,447,3.01,11.13
456,442,1.7,12.65
1391,474,4.55,9.0
1150,421,1.7,13.0
1191,119,1.78,10.05
1204,517,1.24,13.66
1610,252,3.39,10.59
1202,713,2.58,11.74
1582,887,4.73,9.0
185,584,1.06,11.39
1073,781,3.12,10.97
685,199,3.14,10.91
1577,161,2.85,9.99
925,426,3.05,11.07
1402,592,4.03,9.67
1720,640,1.96,12.63
1754,801,4.34,9.23
217,635,4.97,6.74
1464,318,1.99,12.59
79,58,1.26,5.29
1132,204,3.06,11.06
1443,835,2.01,12.56
442,947,1.72,12.51
335,547,3.33,9.35
1298,864,1.19,13.73
853,422,1.79,12.87
866,545,4.15,9.5
209,54,3.35,3.2
25,253,4.57,5.2
748,28,4.1,3.55
552,150,4.16,7.74
1853,712,1.32,13.54
1248,69,1.0,9.41
1566,9,4.43,3.0
1015,507,3.4,10.57
203,75,1.23,6.92
1415,774,1.72,12.97
1282,565,4.21,9.41
364,171,3.22,8.73
1959,687,3.94,9.8
847,748,4.49,9.01
285,974,4.4,7.42
993,634,4.17,9.47
1320,464,2.74,11.51
1628,463,2.31,12.13
914,561,1.8,12.86
1636,494,1.58,13.17
1951,14,2.21,5.76
534,466,4.31,9.27
154,778,2.89,8.53
949,551,2.05,12.5
247,379,3.54,8.35
1219,334,2.15,12.36
891,53,4.78,3.86
1392,637,2.4,12.0
691,824,2.16,12.34
1317,784,3.09,11.01
35,275,2.38,8.31
554,311,3.64,10.23
1128,356,2.02,12.54
673,954,3.15,10.93
1701,16,1.98,6.16
725,126,4.62,6.41
876,214,4.95,9.0
948,850,1.05,13.93
1726,881,4.61,9.0
1438,207,3.61,10.27
1919,801,4.44,9.09
1982,689,3.47,10.47
809,997,1.34,13.51
1014,229,4.05,9.64
986,415,1.98,12.6
1017,62,4.57,4.17
1267,576,2.63,11.67
1846,295,2.8,11.43
475,50,1.71,7.54
1532,255,3.62,10.26
683,354,2.98,11.17
1263,257,2.43,11.96
546,766,1.14,13.8
1041,698,3.91,9.84
1864,78,1.9,8.44
2,71,1.34,5.02
1616,527,1.16,13.77
302,327,4.59,7.42
1674,597,2.46,11.91
1998,221,1.44,13.37
879,608,2.27,12.19
1173,72,3.34,6.18
1475,529,1.79,12.87
1135,595,1.51,13.27
1849,92,4.86,5.22
22,125,3.6,3.84
1709,827,1.09,13.87
15,356,1.77,9.02
1126,423,4.36,9.2
101,502,2.3,8.95
1419,686,4.8,9.0
1493,541,3.38,10.6
785,442,3.38,10.6
448,271,4.37,8.77
853,171,2.11,11.4
1344,402,2.91,11.27
527,814,3.54,10.37
26,131,4.07,3.41
1477,350,3.75,10.07
1535,327,4.12,9.54
1242,479,2.73,11.53
745,862,4.7,9.0
1755,21,2.25,5.95
1093,444,2.5,11.86
215,14,1.91,3.91
938,797,2.59,11.73
1349,404,1.5,13.29
1813,995,4.7,9.0
690,627,3.25,10.79
287,874,3.14,9.24
113,255,3.17,7.8
1735,116,1.85,9.85
441,999,2.81,10.94
1591,836,3.26,10.77
1393,455,1.03,13.96
390,106,4.42,4.94
1732,732,4.05,9.64
1070,143,3.95,7.79
485,99,4.78,5.34
1054,103,4.86,5.6
1500,267,4.61,9.0
1188,516,4.56,9.0
1999,557,1.46,13.34
823,396,2.03,12.53
1747,635,3.34,10.66
419,291,1.5,12.64
1821,528,1.41,13.41
951,838,1.71,12.99
1571,611,1.48,13.31
1237,702,4.74,9.0
161,971,1.99,9.87
1,665,3.4,6.58
610,759,1.84,12.8
1959,957,2.95,11.21
1548,760,4.58,9.0
726,741,3.97,9.76
1432,648,4.56,9.0
1694,921,2.46,11.91
1165,921,2.63,11.67
206,582,3.12,8.62
1598,54,2.24,7.12
1410,613,3.76,10.06
1741,596,4.55,9.0
1857,319,3.26,10.77
1426,105,3.13,7.63
1146,555,2.19,12.3
1108,446,3.89,9.87
781,512,4.11,9.56
1713,541,4.21,9.41
1231,256,4.13,9.53
958,398,1.72,12.97
915,56,1.6,8.1
616,6,4.96,3.0
1526,573,2.25,12.21
90,88,3.68,3.0
36,498,1.07,10.19
1943,147,1.35,11.64
1180,182,2.04,11.88
1137,273,3.62,10.26
958,222,1.22,13.69
1237,796,4.82,9.0
1573,310,1.41,13.41
1044,756,4.34,9.23
1456,939,3.76,10.06
1253,826,1.08,13.89
113,445,1.45,10.26
1954,488,2.08,12.46
1090,678,1.39,13.44
668,118,1.0,11.13
1155,700,3.78,10.03
1346,221,4.04,9.66
67,376,3.03,7.64
716,754,2.38,12.03
183,457,3.11,8.45
602,791,1.01,13.99
268,122,2.16,7.76
710,376,2.95,11.21
819,23,3.28,4.55
405,126,1.42,10.05
221,698,2.81,9.18
167,284,2.78,8.79
1157,849,1.59,13.16
1136,927,4.57,9.0
63,361,4.92,5.5
128,585,1.23,10.7
957,284,3.85,9.93
1873,108,4.66,5.78
420,236,3.61,9.63
1232,805,4.1,9.57
1070,540,1.9,12.71
840,916,1.75,12.93
1751,93,1.81,9.1
1134,999,1.01,13.99
1594,272,1.57,13.19
437,938,3.97,9.25
932,768,2.16,12.34
988,859,2.17,12.33
1960,446,4.88,9.0
1247,599,1.85,12.79
1862,52,4.85,3.82
25,213,2.36,8.26
1632,350,4.67,9.0
871,368,2.19,12.3
161,812,3.79,7.3
946,380,3.78,10.03
422,134,1.33,10.59
132,947,3.7,7.2
1034,170,4.39,8.11
698,625,3.41,10.56
1017,799,2.95,11.21
313,735,4.2,7.93
330,582,2.54,10.44
1482,520,4.77,9.0
889,846,4.51,9.0
165,302,2.29,9.48
1381,833,2.18,12.31
494,666,3.72,10.07
1287,220,4.85,9.0
1307,817,3.08,11.03
1655,571,1.9,12.71
1908,130,1.86,10.32
350,988,4.34,8.03
391,287,2.7,10.7
710,559,2.0,12.57
1827,738,1.97,12.61
220,770,3.69,7.92
1718,23,2.62,5.49
173,551,2.12,9.78
1629,274,1.86,12.77
1711,33,2.59,5.88
277,355,2.49,10.09
147,915,3.36,7.8
585,56,4.47,4.0
1252,699,4.69,9.0
1497,239,2.74,11.51
144,45,1.25,5.37
8,57,2.2,3.34
302,22,4.02,3.0
1849,666,4.63,9.0
1937,935,3.56,10.34
1294,890,3.65,10.21
1464,236,1.97,12.61
816,808,3.59,10.3
881,841,3.39,10.59
1523,664,1.42,13.4
1541,696,2.46,11.91
920,141,4.2,7.36
1015,534,2.52,11.83
764,6,4.38,3.0
212,303,3.31,8.4
1245,551,1.43,13.39
821,948,2.14,12.37
1453,341,2.07,12.47
726,248,2.4,12.0
76,164,2.96,6.55
721,950,2.21,12.27
293,877,3.06,9.4
1816,589,2.5,11.86
75,638,4.72,5.6
1902,82,4.73,4.87
888,536,1.19,13.73
303,20,4.27,3.0
794,477,3.84,9.94
1995,108,4.59,5.78
999,122,3.68,7.44
686,401,4.9,9.0
275,45,1.93,5.45
531,713,3.42,10.54
405,759,2.48,11.13
1265,334,1.38,13.46
1049,558,4.01,9.7
1450,320,3.6,10.29
738,841,4.97,9.0
1688,515,3.9,9.86
735,105,3.79,6.69
22,693,3.9,6.03
923,544,1.53,13.24
504,42,3.74,4.56
1884,936,2.52,11.83
904,166,3.87,8.71
1337,543,1.59,13.16
571,316,1.74,12.94
606,229,3.1,11.0
213,394,1.24,11.36
1875,956,1.68,13.03
1864,312,4.33,9.24
1847,27,4.67,3.0
564,247,2.22,12.26
1575,19,4.19,3.11
996,350,3.0,11.14
1519,826,2.35,12.07
791,724,4.32,9.26
519,647,2.13,12.39
1827,450,4.74,9.0
990,550,3.24,10.8
1247,912,1.65,13.07
1681,57,2.96,6.2
1505,95,2.26,8.52
1713,821,3.35,10.64
1514,780,3.67,10.19
1524,696,4.91,9.0
1368,336,3.16,10.91
1940,181,4.85,8.34
471,658,2.83,11.15
1500,278,3.82,9.97
428,579,3.89,9.3
895,787,4.17,9.47
488,72,3.56,5.77
1612,506,2.76,11.49
637,72,4.54,4.52
909,271,2.41,11.99
402,179,4.84,7.48
23,212,4.33,5.43
1719,75,4.37,4.81
384,420,3.99,8.8
1390,766,2.96,11.2
105,56,4.59,3.0
1310,284,4.11,9.56
246,917,2.62,9.65
521,742,4.58,9.0
1071,637,4.1,9.57
1604,809,3.04,11.09
114,848,4.69,5.91
83,451,3.04,7.75
1952,385,1.16,13.77
384,647,3.11,10.06
317,783,4.33,7.78
1447,188,3.35,10.22
948,173,1.82,11.88
700,196,1.93,12.53
1722,400,2.31,12.13
1487,42,3.17,5.37
1769,363,3.29,10.73
1637,613,1.51,13.27
1826,998,2.57,11.76
1022,779,1.16,13.77
800,985,1.28,13.6
981,515,3.74,10.09
1081,106,3.54,7.08
1314,112,1.27,10.53
1453,947,1.53,13.24
1169,128,4.23,6.87
232,797,4.6,6.86
1393,260,1.79,12.87
141,867,2.53,8.94
1618,763,1.59,13.16
549,990,2.82,11.4
210,871,1.13,11.49
1088,226,4.58,9.0
1820,547,2.27,12.19
148,210,4.49,6.2
881,618,1.45,13.36
19,288,2.97,7.34
1297,74,1.46,8.93
1230,850,2.56,11.77
1452,45,2.31,6.7
498,788,2.21,12.26
695,239,4.05,9.64
1424,658,4.85,9.0
877,765,1.73,12.96
1973,824,4.97,9.0
1830,403,4.4,9.14
1231,376,3.04,11.09
1671,439,1.69,13.01
1077,248,3.38,10.6
333,777,1.29,12.25
850,849,1.27,13.61
163,180,3.67,6.79
800,728,4.37,9.19
454,950,3.74,9.72
1535,479,1.45,13.36
931,214,4.32,9.26
1996,916,2.84,11.37
131,491,1.13,10.86
1568,976,4.62,9.0
1835,831,2.2,12.29
386,539,3.2,9.95
381,974,2.35,11.12
36,566,3.37,6.9
1514,150,3.65,8.46
1830,650,4.53,9.0
1876,677,4.69,9.0
397,311,1.56,12.38
806,919,4.39,9.16
736,277,2.28,12.17
386,655,3.93,8.9
623,605,2.77,11.47
1788,573,2.72,11.54
1400,731,3.7,10.14
1062,506,1.84,12.8
1078,985,2.0,12.57
1924,181,3.23,10.15
1844,448,3.12,10.97
999,296,3.88,9.89
604,118,4.14,6.64
1679,844,1.99,12.59
1126,12,1.2,7.13
1111,320,3.07,11.04
1094,365,3.28,10.74
174,182,2.01,9.32
683,726,1.06,13.91
289,426,4.1,7.88
962,791,3.92,9.83
611,261,2.85,11.36
884,773,1.25,13.64
1947,52,2.06,7.31
1664,364,2.89,11.3
786,379,4.74,9.0
725,789,1.9,12.71
1925,602,1.57,13.19
1603,161,3.97,8.39
1591,612,1.47,13.33
1515,327,1.61,13.13
990,518,3.12,10.97
1530,429,4.36,9.2
1918,381,4.71,9.0
69,538,2.27,8.74
1474,16,1.91,6.26
713,659,4.31,9.27
10,639,4.15,5.58
1250,963,4.29,9.3
516,200,4.26,9.34
500,979,4.84,9.0
431,349,3.07,10.49
405,373,4.59,8.24
593,610,3.97,9.76
1270,339,4.96,9.0
1357,75,4.7,4.62
1907,370,1.25,13.64
1034,776,2.73,11.53
966,768,2.2,12.29
704,147,1.01,12.13
38,195,1.12,9.96
1683,212,2.72,11.54
744,656,3.03,11.1
515,372,4.75,9.0
500,80,3.85,5.73
1389,520,4.38,9.17
639,276,2.45,11.93
833,793,3.99,9.73
886,101,2.32,8.65
916,180,1.04,13.24
1190,339,3.39,10.59
1682,475,4.43,9.1
1792,449,1.75,12.93
1828,758,2.68,11.6
1359,973,4.87,9.0
1257,416,3.26,10.77
165,896,1.31,10.88
192,169,4.66,5.45
515,333,3.88,9.89
1152,479,4.17,9.47
945,382,4.22,9.4
1706,800,4.71,9.0
1763,344,4.33,9.24
162,508,2.52,9.12
628,463,4.18,9.46
1254,748,4.87,9.0
646,182,4.08,8.97
777,623,3.64,10.23
1983,473,4.38,9.17
1715,748,3.14,10.94
929,672,1.4,13.43
558,29,2.61,5.72
1607,550,3.44,10.51
1622,798,3.99,9.73
1206,286,1.19,13.73
1803,606,2.46,11.91
1826,973,1.26,13.63
1937,467,3.53,10.39
1728,693,4.86,9.0
87,143,4.58,3.7
1677,591,4.62,9.0
416,387,1.46,12.67
588,525,1.91,12.7
22,317,3.78,6.2
1979,708,2.01,12.56
1504,635,4.67,9.0
992,459,2.77,11.47
1284,62,1.28,8.77
1302,532,3.18,10.89
1958,840,1.91,12.7
1882,187,1.81,12.39
684,12,1.58,6.59
1902,660,1.38,13.46
1837,520,2.83,11.39
1211,55,4.77,3.93
1864,855,1.52,13.26
1915,424,3.64,10.23
353,231,2.71,10.38
32,470,3.75,6.33
1233,905,4.09,9.59
192,494,1.88,10.28
828,865,4.58,9.0
1818,184,2.34,11.53
1525,10,1.55,6.56
1168,658,1.69,13.01
1318,925,3.21,10.84
1108,715,4.54,9.0
848,351,3.64,10.23
1244,986,2.32,12.11
655,222,1.03,13.96
1325,309,2.82,11.4
516,813,1.47,13.33
1301,533,1.48,13.31
1677,930,2.63,11.67
699,367,1.21,13.7
968,415,2.8,11.43
1598,112,3.32,7.61
986,605,2.98,11.17
1774,706,3.43,10.53
1850,162,4.14,8.18
1466,568,1.69,13.01
128,363,3.01,8.15
151,802,4.89,6.21
1628,306,4.51,9.0
779,935,4.41,9.13
381,197,1.14,12.74
53,148,4.87,3.6
1914,492,3.01,11.13
1230,708,2.08,12.46
1976,825,2.53,11.81
1177,371,1.4,13.43
1944,74,3.94,5.39
1529,618,2.31,12.13
45,337,2.74,7.87
1674,718,4.07,9.61
1385,203,4.22,9.4
442,216,3.74,9.62
1050,530,1.55,13.21
1518,493,2.54,11.8
1807,317,3.3,10.71
672,495,1.1,13.86
1185,311,4.52,9.0
1319,89,3.34,6.77
1123,355,1.62,13.11
518,185,4.48,8.5
1476,552,1.4,13.43
1417,644,1.71,12.99
1930,963,2.47,11.9
1556,163,2.12,11.1
956,557,1.06,13.91
425,405,1.25,13.04
1292,496,1.38,13.46
1586,176,4.31,8.43
936,929,1.82,12.83
984,647,1.22,13.69
1328,944,3.17,10.9
785,106,1.29,10.3
1391,414,4.2,9.43
1784,275,2.23,12.24
824,257,1.27,13.61
46,614,2.25,8.58
790,59,4.01,4.76
250,953,2.62,9.69
1573,85,2.15,8.33
745,737,3.13,10.96
1463,620,1.17,13.76
1146,353,3.93,9.81
844,237,3.62,10.26
1755,943,4.49,9.01
542,720,4.32,9.26
1553,121,4.66,6.24
202,230,2.24,9.84
576,58,4.81,4.03
699,782,4.74,9.0
657,348,2.2,12.29
1121,270,1.12,13.83
499,918,2.12,12.39
780,230,1.25,13.64
1257,467,1.62,13.11
1640,871,1.89,12.73
236,306,3.36,8.52
401,315,4.58,8.21
575,306,3.37,10.61
342,554,1.9,11.45
1493,618,4.48,9.03
1416,386,3.51,10.41
1829,756,4.97,9.0
128,688,1.23,10.7
84,135,1.35,7.9
388,870,2.1,11.53
1504,541,3.55,10.36
817,290,4.06,9.63
659,92,4.88,5.22
1634,784,3.94,9.8
1072,415,4.6,9.0
1009,129,1.68,10.54
371,367,4.55,7.97
217,7,3.74,3.0
1423,488,1.87,12.76
1368,274,3.21,10.84
8,575,3.56,6.41
1369,675,1.09,13.87
1984,269,1.5,13.29
1242,924,2.5,11.86
1541,66,4.85,4.31
1169,408,1.34,13.51
602,260,1.02,13.97
220,149,1.93,8.65
1574,13,1.53,6.7
921,811,4.07,9.61
1093,685,4.47,9.04
373,799,1.21,12.68
936,657,2.97,11.19
370,268,3.69,9.12
81,249,3.09,7.66
1608,324,3.21,10.84
986,101,1.55,9.75
691,702,3.39,10.59
447,743,1.37,13.05
28,303,1.59,9.38
1467,199,1.21,13.66
515,420,2.89,11.3
1682,138,1.51,11.1
357,184,2.05,10.8
53,918,3.5,6.85
1279,467,1.27,13.61
817,381,4.03,9.67
140,383,1.27,10.73
22,883,3.81,6.16
1403,480,3.31,10.7
188,624,1.96,10.13
1954,117,3.41,7.65
162,35,2.18,3.84
1637,342,2.76,11.49
1325,811,3.25,10.79
532,615,1.77,12.9
926,794,2.64,11.66
40,672,2.8,7.75
612,169,3.47,9.39
537,431,4.28,9.31
351,204,4.45,7.88
172,272,3.97,7.13
681,467,1.99,12.59
1369,891,4.37,9.19
1138,748,2.66,11.63
1395,655,1.59,13.16
132,853,3.2,7.91
1040,16,3.72,3.67
29,907,1.65,9.3
1550,326,2.04,12.51
1988,725,4.97,9.0
1020,940,2.1,12.43
1890,495,4.92,9.0
866,764,3.18,10.89
1750,643,4.94,9.0
1685,9,2.5,5.17
27,610,1.08,10.1
1699,587,2.11,12.41
1064,126,4.41,6.54
56,29,2.11,3.0
40,205,4.02,6.01
1234,503,1.88,12.74
532,704,4.27,9.33
1393,401,4.82,9.0
1429,439,3.89,9.87
1017,6,4.42,3.0
546,317,3.58,10.31
269,379,4.51,7.15
422,209,3.72,9.49
826,356,4.78,9.0
662,698,3.34,10.66
608,632,1.99,12.59
1046,696,4.8,9.0
393,46,2.29,5.91
1063,435,1.25,13.64
1444,864,3.13,10.96
1912,26,2.86,5.25
1266,433,2.24,12.23
1093,437,2.59,11.73
1130,35,3.87,4.12
624,589,2.89,11.3
962,436,3.72,10.11
1539,992,1.26,13.63
1367,661,2.86,11.34
1793,508,1.62,13.11
1388,56,4.22,4.36
867,366,4.04,9.66
1092,651,2.72,11.54
314,336,4.96,7.51
823,855,4.54,9.0
1696,618,2.93,11.24
349,756,2.14,11.16
1278,443,4.07,9.61
1654,188,2.97,10.77
1849,685,3.91,9.84
1992,759,2.24,12.23
934,611,4.33,9.24
1037,7,4.63,3.0
1415,709,1.72,12.97
147,737,3.29,7.9
1768,124,1.49,10.64
1209,805,3.63,10.24
823,271,4.01,9.7
853,61,1.85,7.92
420,492,2.39,11.37
1748,450,3.62,10.26
1165,422,3.57,10.33
793,677,4.65,9.0
1700,82,3.38,6.47
1478,92,2.34,8.31
279,305,3.97,7.99
392,591,1.99,11.72
1131,693,2.1,12.43
845,172,1.08,12.91
298,365,4.97,7.38
994,840,2.92,11.26
787,388,4.93,9.0
1257,853,2.73,11.53
642,180,2.04,11.81
226,235,2.26,10.01
1185,332,1.43,13.39
1105,711,2.36,12.06
369,721,1.58,12.12
1824,344,3.53,10.39
1440,903,4.5,9.0
971,266,3.17,10.9
95,626,2.65,8.4
1686,338,2.51,11.84
305,426,1.64,11.53
661,283,1.83,12.81
288,237,2.99,9.46
1429,298,1.88,12.74
917,878,4.93,9.0
1021,666,1.77,12.9
1285,546,2.65,11.64
1829,388,3.78,10.03
227,702,1.79,10.69
1187,223,3.95,9.79
581,856,4.57,9.0
1158,75,2.17,7.95
1441,921,3.66,10.2
1340,364,1.45,13.36
575,665,4.18,9.46
445,508,3.74,9.65
124,289,1.01,10.98
1143,890,4.07,9.61
1782,128,4.92,6.48
1789,276,3.19,10.87
1661,183,3.76,9.46
1969,710,3.03,11.1
134,599,2.99,8.23
1879,498,3.49,10.44
1839,871,2.3,12.14
143,13,2.9,3.0
1443,874,2.66,11.63
1374,722,2.05,12.5
1715,918,3.37,10.61
1303,699,2.54,11.8
1112,513,4.94,9.0
481,865,2.64,11.51
1608,534,2.44,11.94
1822,277,3.09,11.01
743,106,4.04,6.37
806,612,1.06,13.91
1148,468,3.47,10.47
1625,438,2.06,12.49
1144,780,2.96,11.2
1416,688,2.01,12.56
499,221,3.98,9.73
1859,920,2.32,12.11
759,875,1.38,13.46
620,697,5.0,9.0
1841,861,2.57,11.76
957,924,4.82,9.0
129,728,1.07,10.93
395,229,1.28,12.76
1188,463,4.03,9.67
463,538,1.59,12.86
1214,965,3.92,9.83
1769,821,1.09,13.87
918,3,1.72,6.08
58,226,3.8,6.46
781,561,3.11,10.99
489,717,3.46,10.4
1489,718,3.1,11.0
412,93,2.42,7.52
770,857,1.24,13.66
1088,420,2.43,11.96
1017,310,2.15,12.36
1836,487,3.34,10.66
106,938,2.69,8.43
863,152,1.6,11.46
541,135,3.25,8.51
1439,905,2.38,12.03
265,782,1.44,11.49
1632,429,3.07,11.04
475,502,1.72,12.77
633,758,1.38,13.46
42,838,4.89,5.34
335,43,3.05,4.26
110,638,1.67,9.92
831,476,1.51,13.27
661,641,4.88,9.0
1123,322,1.43,13.39
245,810,1.11,11.8
191,758,3.07,8.57
900,147,3.24,8.94
1729,114,4.53,5.99
1751,663,2.72,11.54
732,919,2.21,12.27
553,282,4.47,9.04
817,753,4.33,9.24
1548,752,1.74,12.94
1969,448,1.3,13.57
1912,940,3.38,10.6
1289,685,2.26,12.2
721,562,1.67,13.04
227,332,4.66,6.82
1270,399,4.99,9.0
1940,911,3.64,10.23
311,453,1.25,12.13
1065,876,1.76,12.91
109,575,3.5,7.3
827,147,3.62,8.4
428,128,1.65,9.98
1225,984,1.05,13.93
1014,355,3.67,10.19
763,787,3.72,10.11
1604,486,3.68,10.17
1795,382,4.7,9.0
526,921,4.49,9.01
665,92,3.36,6.85
1700,398,2.58,11.74
1399,980,1.63,13.1
858,492,1.93,12.67
662,757,4.87,9.0
1590,381,1.14,13.8
1185,44,3.33,5.21
1131,239,1.63,13.1
662,268,3.94,9.8
1285,109,4.01,6.52
1399,384,4.86,9.0
1372,431,1.43,13.39
1214,566,3.92,9.83
1682,780,1.28,13.6
342,712,1.92,11.42
1272,601,3.72,10.11
1405,472,1.54,13.23
918,414,3.67,10.19
1674,313,4.16,9.49
1781,636,1.0,14.0
1693,420,2.72,11.54
1861,679,3.11,10.99
1694,954,2.87,11.33
896,27,2.8,5.37
1388,470,3.68,10.17
331,903,1.51,11.92
874,775,2.29,12.16
1905,157,2.83,9.88
1271,630,1.3,13.57
207,198,3.43,8.11
37,526,2.94,7.52
1141,899,3.16,10.91
884,8,2.86,4.62
461,172,1.1,12.57
55,617,3.16,7.35
428,147,1.24,11.23
